state,City,median_income
TX,Hubbard,31202.0
TX,Hudson,34570.0
TX,Hudson Bend,99773.0
TX,Hudson Oaks,103125.0
TX,Hughes Springs,25234.0
TX,Hull,44907.0
TX,Humble,38682.0
TX,Hungerford,51335.326411421156
TX,Hunters Creek Village,51335.326411421156
TX,Huntington,39559.0
TX,Huntsville,30799.0
TX,Hurst,53788.0
TX,Hutchins,36403.0
TX,Hutto,71836.0
TX,Huxley,41563.0
TX,Iago,170625.0
TX,Idalou,60938.0
TX,Iglesia Antigua,31094.0
TX,Impact,28472.0
TX,Imperial,76875.0
TX,Indian Hills,34662.0
TX,Indian Lake,34167.0
TX,Indian Springs,51335.326411421156
TX,Indio,51335.326411421156
TX,Industry,47750.0
TX,Inez,68958.0
TX,Ingleside,60977.0
TX,Ingleside on the Bay,61250.0
TX,Ingram,48796.0
TX,Iola,54531.0
TX,Iowa Colony,74018.0
TX,Iowa Park,45208.0
TX,Iraan,60875.0
TX,Iredell,40556.0
TX,Irving,52154.0
TX,Italy,41500.0
TX,Itasca,37750.0
TX,Ivanhoe,30066.0
TX,Jacinto City,26735.0
TX,Jacksboro,50139.0
TX,Jacksonville,29453.0
TX,Jamaica Beach,58889.0
TX,Jardin de San Julian,51335.326411421156
TX,Jarrell,55469.0
TX,Jasper,28431.0
TX,Jayton,43672.0
TX,Jefferson,36683.0
TX,Jersey Village,65280.0
TX,Jewett,50750.0
TX,J.F. Villareal,51335.326411421156
TX,Joaquin,35089.0
TX,Johnson City,38090.0
TX,Jolly,52500.0
TX,Jones Creek,66512.0
TX,Jonestown,58355.0
TX,Josephine,70972.0
TX,Joshua,51653.0
TX,Jourdanton,54375.0
TX,Juarez,14449.0
TX,Junction,27319.0
TX,Justin,75898.0
TX,Karnes City,31713.0
TX,Katy,70526.0
TX,Kaufman,40595.0
TX,K-Bar Ranch,64638.0
TX,Keene,39113.0
TX,Keller,118453.0
TX,Kemah,70500.0
TX,Kemp,32917.0
TX,Kempner,38359.0
TX,Kendleton,15208.0
TX,Kenedy,39970.0
TX,Kenefick,44500.0
TX,Kennard,23824.0
TX,Kennedale,73750.0
TX,Kerens,30799.0
TX,Kermit,54745.0
TX,Kerrville,39206.0
TX,Kilgore,58643.0
TX,Killeen,47763.0
TX,Kingsbury,43559.0
TX,Kingsland,41276.0
TX,Kingsville,36306.0
TX,Kirby,48303.0
TX,Kirbyville,22639.0
TX,Kirvin,48750.0
TX,Knippa,29148.0
TX,Knollwood,44345.0
TX,Knox City,44632.0
TX,Kosse,35417.0
TX,Kountze,42434.0
TX,Kress,45781.0
TX,Krugerville,100139.0
TX,Krum,77692.0
TX,Kurten,62917.0
TX,Kyle,72746.0
TX,La Blanca,33519.0
TX,La Carla,51335.326411421156
TX,La Casita,51335.326411421156
TX,La Chuparosa,51335.326411421156
TX,Lackland AFB,61090.0
TX,La Coma,51335.326411421156
TX,LaCoste,47727.0
TX,Lacy-Lakeview,33653.0
TX,Ladonia,30313.0
TX,La Escondida,51335.326411421156
TX,La Esperanza,51335.326411421156
TX,La Feria,30825.0
TX,La Feria North,51335.326411421156
TX,Lago,51335.326411421156
TX,Lago Vista,15455.0
TX,Lago Vista,75126.0
TX,La Grange,41757.0
TX,La Grulla,23322.0
TX,Laguna Heights,22500.0
TX,Laguna Park,44583.0
TX,Laguna Seca,38678.0
TX,Laguna Vista,54531.0
TX,La Homa,28197.0
TX,La Joya,31932.0
TX,Lake Bridgeport,43750.0
TX,Lake Brownwood,38750.0
TX,Lake Bryan,48218.0
TX,Lake Cherokee,68478.0
TX,Lake City,42500.0
TX,Lake Colorado City,73906.0
TX,Lake Dallas,68933.0
TX,Lake Dunlap,50833.0
TX,Lakehills,54754.0
TX,Lake Jackson,73399.0
TX,Lake Kiowa,79205.0
TX,Lake Medina Shores,42904.0
TX,Lake Meredith Estates,51335.326411421156
TX,Lakeport,48125.0
TX,Lakeshore Gardens-Hidden Acres,49261.0
TX,Lakeside,46250.0
TX,Lakeside,80167.0
TX,Lakeside City,84375.0
TX,Lake Tanglewood,104750.0
TX,Lakeview,36250.0
TX,Lake View,51335.326411421156
TX,Lakeway,113672.0
TX,Lakewood Village,94375.0
TX,Lake Worth,46827.0
TX,La Loma de Falcon,51335.326411421156
TX,Lamar,39679.0
TX,La Marque,43692.0
TX,Lamesa,40757.0
TX,La Minita,68958.0
TX,Lampasas,38989.0
TX,Lancaster,49240.0
TX,Lantana,135347.0
TX,La Paloma,30000.0
TX,La Paloma Addition,51335.326411421156
TX,La Paloma-Lost Creek,48155.0
TX,La Paloma Ranchettes,73510.0
TX,La Porte,68341.0
TX,La Presa,23370.0
TX,La Pryor,26774.0
TX,La Puerta,31250.0
TX,Laredo,39711.0
TX,Laredo Ranchettes,51335.326411421156
TX,Laredo Ranchettes West,51335.326411421156
TX,La Rosita,51335.326411421156
TX,Lasana,53750.0
TX,Lasara,26484.0
TX,Las Haciendas,51335.326411421156
TX,Las Lomas,24934.0
TX,Las Lomitas,43917.0
TX,Las Palmas,51335.326411421156
TX,Las Palmas II,12414.0
TX,Las Pilas,51335.326411421156
TX,Las Quintas Fronterizas,22455.0
TX,Latexo,31364.0
TX,La Tina Ranch,14936.0
TX,Laughlin AFB,52149.0
TX,Laureles,24432.0
TX,La Vernia,65357.0
TX,La Victoria,58393.0
TX,La Villa,25909.0
TX,Lavon,73654.0
TX,La Ward,43438.0
TX,Lawn,52750.0
TX,League City,93675.0
TX,Leakey,30917.0
TX,Leander,80178.0
TX,Leary,52917.0
TX,Lefors,47188.0
TX,Leming,32143.0
TX,Leona,77500.0
TX,Leonard,37155.0
TX,Leon Valley,61450.0
TX,Leroy,65375.0
TX,Levelland,48802.0
TX,Lewisville,57267.0
TX,Lexington,42500.0
TX,Liberty,48055.0
TX,Liberty City,59919.0
TX,Liberty Hill,50074.0
TX,Lincoln Park,41250.0
TX,Lindale,58946.0
TX,Linden,25690.0
TX,Lindsay,83750.0
TX,Lindsay,30769.0
TX,Linn,38750.0
TX,Lipan,46406.0
TX,Lipscomb,72917.0
TX,Little Elm,82563.0
TX,Littlefield,35642.0
TX,Little River-Academy,47350.0
TX,Live Oak,61043.0
TX,Liverpool,38295.0
TX,Livingston,38689.0
TX,Llano,35950.0
TX,Llano Grande,31013.0
TX,Lockhart,48884.0
TX,Lockney,38750.0
TX,Log Cabin,32000.0
TX,Lolita,51335.326411421156
TX,Loma Grande,51335.326411421156
TX,Loma Linda,51335.326411421156
TX,Loma Linda East,75455.0
TX,Loma Linda East,51335.326411421156
TX,Loma Linda West,51335.326411421156
TX,Loma Vista,41429.0
TX,Lometa,25688.0
TX,Lone Oak,50179.0
TX,Lone Star,29028.0
TX,Longoria,51335.326411421156
TX,Longview,44544.0
TX,Loop,46528.0
TX,Lope_o,51335.326411421156
TX,Lopezville,32004.0
TX,Loraine,26875.0
TX,Lorena,53125.0
TX,Lorenzo,36667.0
TX,Los Altos,51335.326411421156
TX,Los Alvarez,51335.326411421156
TX,Los Angeles,51335.326411421156
TX,Los Arcos,51335.326411421156
TX,Los Arrieros,51335.326411421156
TX,Los Barreras,31683.0
TX,Los Centenarios,51335.326411421156
TX,Los Corralitos,51335.326411421156
TX,Los Ebanos,16603.0
TX,Los Ebanos,19539.0
TX,Los Fresnos,51514.0
TX,Los Fresnos,51335.326411421156
TX,Los Huisaches,51335.326411421156
TX,Los Indios,27500.0
TX,Los Lobos,51335.326411421156
TX,Los Minerales,51335.326411421156
TX,Los Nopalitos,51335.326411421156
TX,Lost Creek,165714.0
TX,Los Veteranos I,51335.326411421156
TX,Los Veteranos II,51335.326411421156
TX,Los Ybanez,51335.326411421156
TX,Lott,41528.0
TX,Louise,41250.0
TX,Lovelady,38333.0
TX,Lowry Crossing,92115.0
TX,Lozano,51335.326411421156
TX,Lubbock,44648.0
TX,Lucas,119194.0
TX,Lueders,51335.326411421156
TX,Lufkin,39890.0
TX,Luling,39157.0
TX,Lumberton,61963.0
TX,Lyford,25060.0
TX,Lytle,46942.0
TX,Mabank,33764.0
TX,McAllen,44254.0
TX,McCamey,37000.0
TX,McDade,67045.0
TX,Macdona,55000.0
TX,McGregor,39898.0
TX,McKinney,81459.0
TX,McKinney Acres,45139.0
TX,McLean,38456.0
TX,McLendon-Chisholm,110625.0
TX,McQueeney,56047.0
TX,Madisonville,31745.0
TX,Magnolia,43594.0
TX,Malakoff,26842.0
TX,Malone,42841.0
TX,Manchaca,82328.0
TX,Manor,67542.0
TX,Mansfield,90089.0
TX,Manuel Garcia,51335.326411421156
TX,Manuel Garcia II,51335.326411421156
TX,Manvel,82235.0
TX,Marathon,43750.0
TX,Marble Falls,41120.0
TX,Marfa,44583.0
TX,Marietta,30893.0
TX,Marion,42875.0
TX,Markham,51335.326411421156
TX,Marlin,26370.0
TX,Marquez,43750.0
TX,Marshall,35702.0
TX,Mart,33726.0
TX,Martindale,43929.0
TX,Martinez,51335.326411421156
TX,Mason,28685.0
TX,Matador,30903.0
TX,Matagorda,32102.0
TX,Mathis,32538.0
TX,Maud,38077.0
TX,Mauriceville,60777.0
TX,Maypearl,60789.0
TX,Meadow,54500.0
TX,Meadowlakes,76402.0
TX,Meadows Place,88646.0
TX,Medina,27520.0
TX,Megargel,51136.0
TX,Melissa,116944.0
TX,Melvin,32500.0
TX,Memphis,30371.0
TX,Menard,32438.0
TX,Mentone,51335.326411421156
TX,Mercedes,29945.0
TX,Meridian,35188.0
TX,Merkel,34460.0
TX,Mertens,30750.0
TX,Mertzon,52303.0
TX,Mesquite,49604.0
TX,Mesquite,51335.326411421156
TX,Mexia,30857.0
TX,Miami,55000.0
TX,Midland,69173.0
TX,Midlothian,74881.0
TX,Midway,53750.0
TX,Midway North,26389.0
TX,Midway South,30481.0
TX,Miguel Barrera,45365.0
TX,Mikes,34479.0
TX,Mila Doce,23716.0
TX,Milam,30493.0
TX,Milano,28194.0
TX,Mildred,52083.0
TX,Miles,48333.0
TX,Milford,48393.0
TX,Miller's Cove,23750.0
TX,Millican,62813.0
TX,Millsap,57679.0
TX,Mineola,41724.0
TX,Mineral Wells,33125.0
TX,Mingus,31071.0
TX,Mi Ranchito Estate,51335.326411421156
TX,Mirando City,27188.0
TX,Mission,41818.0
TX,Mission Bend,60135.0
TX,Missouri City,87955.0
TX,Mobeetie,43889.0
TX,Mobile City,26875.0
TX,Monahans,50389.0
TX,Montague,45000.0
TX,Mont Belvieu,105125.0
TX,Monte Alto,23611.0
TX,Montgomery,48125.0
TX,Moody,38182.0
TX,Moore,51335.326411421156
TX,Moore Station,24375.0
TX,Moraida,51335.326411421156
TX,Morales-Sanchez,51335.326411421156
TX,Moran,38056.0
TX,Morgan,35833.0
TX,Morgan Farm,61316.0
TX,Morgan's Point,76250.0
TX,Morgan's Point Resort,66299.0
TX,Morning Glory,28026.0
TX,Morse,65000.0
TX,Morton,29563.0
TX,Moulton,47917.0
TX,Mountain City,113125.0
TX,Mount Calm,44000.0
TX,Mount Enterprise,36731.0
TX,Mount Pleasant,38903.0
TX,Mount Vernon,35781.0
TX,Muenster,59667.0
TX,Muleshoe,35619.0
TX,Mullin,23750.0
TX,Munday,33850.0
TX,Muniz,33715.0
TX,Murchison,38750.0
TX,Murillo,36293.0
TX,Murphy,115387.0
TX,Mustang,51335.326411421156
TX,Mustang Ridge,51917.0
TX,Myrtle Springs,38109.0
TX,Nacogdoches,32357.0
TX,Naples,27609.0
TX,Narciso Pena,51335.326411421156
TX,Nash,40588.0
TX,Nassau Bay,67905.0
TX,Natalia,31650.0
TX,Navarro,50750.0
TX,Navasota,45650.0
TX,Nazareth,56875.0
TX,Nederland,57260.0
TX,Needville,55385.0
TX,Nesbitt,51335.326411421156
TX,Netos,51335.326411421156
TX,Nevada,79028.0
TX,Newark,52292.0
TX,New Berlin,66250.0
TX,New Boston,29221.0
TX,New Braunfels,59721.0
TX,Newcastle,29545.0
TX,New Chapel Hill,49375.0
TX,New Deal,42005.0
TX,New Fairview,53229.0
TX,New Falcon,51335.326411421156
TX,New Home,48750.0
TX,New Hope,81016.0
TX,New London,36726.0
TX,New Summerfield,41442.0
TX,New Territory,131698.0
TX,Newton,34286.0
TX,New Waverly,24375.0
TX,Neylandville,51335.326411421156
TX,Niederwald,60417.0
TX,Nina,51335.326411421156
TX,Nixon,35833.0
TX,Nocona,34028.0
TX,Nocona Hills,47115.0
TX,Nolanville,42366.0
TX,Nome,63125.0
TX,Noonday,63750.0
TX,Nordheim,40417.0
TX,Normangee,32000.0
TX,Normanna,51335.326411421156
TX,North Alamo,31810.0
TX,North Cleveland,30625.0
TX,North Escobares,51335.326411421156
TX,Northlake,58583.0
TX,North Pearsall,40521.0
TX,North Richland Hills,63766.0
TX,Northridge,51335.326411421156
TX,North San Pedro,37730.0
TX,Novice,19821.0
TX,Oak Grove,85078.0
TX,Oakhurst,78565.0
TX,Oak Island,18984.0
TX,Oak Leaf,95268.0
TX,Oak Point,88723.0
TX,Oak Ridge,42188.0
TX,Oak Ridge,65781.0
TX,Oak Ridge North,88500.0
TX,Oak Trail Shores,29267.0
TX,Oak Valley,50625.0
TX,Oakwood,46875.0
TX,O'Brien,51335.326411421156
TX,Odem,43103.0
TX,Odessa,59337.0
TX,O'Donnell,29185.0
TX,Oglesby,49531.0
TX,Oilton,53523.0
TX,Old River-Winfree,60625.0
TX,Olivarez,26107.0
TX,Olivia Lopez de Gutierrez,51335.326411421156
TX,Olmito,21027.0
TX,Olmito and Olmito,51335.326411421156
TX,Olmos Park,118917.0
TX,Olney,36186.0
TX,Olton,31522.0
TX,Omaha,35238.0
TX,Onalaska,33250.0
TX,Opdyke West,37250.0
TX,Orange,40126.0
TX,Orange Grove,57083.0
TX,Orason,48529.0
TX,Orchard,36719.0
TX,Ore City,38250.0
TX,Overton,43295.0
TX,Ovilla,90000.0
TX,Owl Ranch,51335.326411421156
TX,Oyster Creek,39063.0
TX,Ozona,51458.0
TX,Pablo Pena,51335.326411421156
TX,Paducah,31859.0
TX,Paint Rock,44583.0
TX,Paisano Park,51335.326411421156
TX,Palacios,37873.0
TX,Palestine,36348.0
TX,Palisades,74063.0
TX,Palmer,48661.0
TX,Palmhurst,78068.0
TX,Palm Valley,73571.0
TX,Palmview,34358.0
TX,Palmview South,30893.0
TX,Palo Blanco,28864.0
TX,Paloma Creek,76447.0
TX,Paloma Creek South,107873.0
TX,Palo Pinto,34583.0
TX,Pampa,42205.0
TX,Panhandle,73380.0
TX,Panorama Village,61250.0
TX,Pantego,65463.0
TX,Paradise,48611.0
TX,Paris,32025.0
TX,Parker,136094.0
TX,Pasadena,48004.0
TX,Pattison,68750.0
TX,Patton Village,40625.0
TX,Pawnee,61875.0
TX,Payne Springs,41875.0
TX,Pearland,95972.0
TX,Pearsall,33311.0
TX,Pecan Acres,108646.0
TX,Pecan Gap,40625.0
TX,Pecan Grove,106466.0
TX,Pecan Hill,52625.0
TX,Pecan Plantation,87930.0
TX,Pecos,46283.0
TX,Pelican Bay,32008.0
TX,Pena,51335.326411421156
TX,Penelope,44732.0
TX,Penitas,34057.0
TX,Perezville,27054.0
TX,Perrin,54265.0
TX,Perryton,50482.0
TX,Petersburg,40000.0
TX,Petrolia,38173.0
TX,Petronila,53438.0
TX,Pettus,58750.0
TX,Pflugerville,76459.0
TX,Pharr,34708.0
TX,Pilot Point,47292.0
TX,Pine Forest,60893.0
TX,Pine Harbor,19622.0
TX,Pinehurst,46690.0
TX,Pinehurst,39313.0
TX,Pine Island,59464.0
TX,Pineland,22794.0
TX,Pinewood Estates,130500.0
TX,Piney Point Village,51335.326411421156
TX,Pittsburg,31353.0
TX,Placedo,30260.0
TX,Plains,46106.0
TX,Plainview,43424.0
TX,Plano,83793.0
TX,Pleak,41098.0
TX,Pleasant Hill,53382.0
TX,Pleasanton,55494.0
TX,Pleasant Valley,54659.0
TX,Plum Grove,50139.0
TX,Point,30417.0
TX,Point Blank,49375.0
TX,Point Comfort,63500.0
TX,Point Venture,81094.0
TX,Ponder,87258.0
TX,Port Aransas,48604.0
TX,Port Arthur,32863.0
TX,Porter Heights,51335.326411421156
TX,Port Isabel,31765.0
TX,Portland,62561.0
TX,Port Lavaca,45560.0
TX,Port Mansfield,12321.0
TX,Port Neches,60768.0
TX,Port O'Connor,57991.0
TX,Post,48000.0
TX,Post Oak Bend City,80938.0
TX,Poteet,31100.0
TX,Poth,60750.0
TX,Potosi,76458.0
TX,Pottsboro,53889.0
TX,Powderly,52880.0
TX,Powell,19500.0
TX,Poynor,41364.0
TX,Prado Verde,117917.0
TX,Prairie View,29861.0
TX,Premont,31100.0
TX,Presidio,25668.0
TX,Preston,44694.0
TX,Primera,50966.0
TX,Princeton,41667.0
TX,Progreso,29088.0
TX,Progreso Lakes,72188.0
TX,Prosper,115203.0
TX,Providence Village,85440.0
TX,Pueblo East,51335.326411421156
TX,Pueblo Nuevo,18107.0
TX,Putnam,30625.0
TX,Pyote,52500.0
TX,Quail,51335.326411421156
TX,Quail Creek,52232.0
TX,Quanah,31505.0
TX,Queen City,35387.0
TX,Quemado,10859.0
TX,Quesada,51335.326411421156
TX,Quinlan,35707.0
TX,Quintana,56250.0
TX,Quitaque,32262.0
TX,Quitman,41944.0
TX,Radar Base,43028.0
TX,Rafael Pena,51335.326411421156
TX,Ralls,37574.0
TX,Ramireno,51335.326411421156
TX,Ramirez-Perez,51335.326411421156
TX,Ramos,51335.326411421156
TX,Ranchette Estates,51335.326411421156
TX,Ranchitos del Norte,51335.326411421156
TX,Ranchitos East,15966.0
TX,Ranchitos Las Lomas,51335.326411421156
TX,Rancho Alegre,30469.0
TX,Rancho Banquete,51335.326411421156
TX,Rancho Chico,51335.326411421156
TX,Ranchos Penitas West,30667.0
TX,Rancho Viejo,64575.0
TX,Rancho Viejo,51335.326411421156
TX,Randolph AFB,88250.0
TX,Ranger,31250.0
TX,Rangerville,51335.326411421156
TX,Rankin,56544.0
TX,Ransom Canyon,96389.0
TX,Ratamosa,51335.326411421156
TX,Ravenna,51563.0
TX,Raymondville,20938.0
TX,Realitos,17279.0
TX,Redfield,21250.0
TX,Redford,51335.326411421156
TX,Redland,40435.0
TX,Red Lick,58690.0
TX,Red Oak,67013.0
TX,Redwater,43125.0
TX,Redwood,47778.0
TX,Refugio,36318.0
TX,Regino Ramirez,16645.0
TX,Reid Hope King,20660.0
TX,Reklaw,32431.0
TX,Relampago,51335.326411421156
TX,Rendon,77196.0
TX,Reno,68523.0
TX,Reno,56463.0
TX,Retreat,56058.0
TX,Rhome,68125.0
TX,Ricardo,51335.326411421156
TX,Rice,44688.0
TX,Richardson,72427.0
TX,Richland,27321.0
TX,Richland Hills,50126.0
TX,Richland Springs,37500.0
TX,Richmond,46559.0
TX,Richwood,66311.0
TX,Riesel,47500.0
TX,Rio Bravo,25574.0
TX,Rio Grande City,29597.0
TX,Rio Hondo,37743.0
TX,Rio Vista,54375.0
TX,Rising Star,31776.0
TX,Rivereno,51335.326411421156
TX,River Oaks,43073.0
TX,Riverside,46625.0
TX,Riviera,44031.0
TX,Roanoke,61358.0
TX,Roaring Springs,30500.0
TX,Robert Lee,41250.0
TX,Robinson,72943.0
TX,Robstown,30900.0
TX,Roby,40511.0
TX,Rochester,29792.0
TX,Rockdale,34567.0
TX,Rockport,47865.0
TX,Rocksprings,34402.0
TX,Rockwall,88810.0
TX,Rocky Mound,51335.326411421156
TX,Rogers,41563.0
TX,Rollingwood,176250.0
TX,Roma,19299.0
TX,Roma Creek,51335.326411421156
TX,Roman Forest,93289.0
TX,Ropesville,40000.0
TX,Roscoe,41250.0
TX,Rosebud,32250.0
TX,Rose City,45875.0
TX,Rose Hill Acres,67917.0
TX,Rosenberg,44916.0
TX,Rosharon,51456.0
TX,Rosita,30179.0
TX,Ross,49375.0
TX,Rosser,41071.0
TX,Rotan,33945.0
TX,Round Mountain,50795.0
TX,Round Rock,72412.0
TX,Round Top,51250.0
TX,Rowlett,83416.0
TX,Roxton,22292.0
TX,Royse City,75625.0
TX,Rule,30652.0
TX,Runaway Bay,80275.0
TX,Runge,36016.0
TX,Rusk,41864.0
TX,Sabinal,36458.0
TX,Sachse,89428.0
TX,Sadler,41000.0
TX,Saginaw,74903.0
TX,St. Hedwig,72574.0
TX,St. Jo,41667.0
TX,St. Paul,88750.0
TX,St. Paul,51335.326411421156
TX,Salado,80507.0
TX,Saline_o,9444.0
TX,Saline_o North,51335.326411421156
TX,Sammy Martinez,40000.0
TX,Samnorwood,51335.326411421156
TX,Sam Rayburn,77083.0
TX,San Angelo,44802.0
TX,San Antonio,46744.0
TX,San Augustine,26144.0
TX,San Benito,26158.0
TX,San Carlos,25471.0
TX,San Carlos I,51335.326411421156
TX,San Carlos II,51335.326411421156
TX,Sanctuary,59792.0
TX,Sanderson,31458.0
TX,Sandia,51335.326411421156
TX,San Diego,24273.0
TX,Sandoval,51335.326411421156
TX,Sand Springs,50438.0
TX,Sandy Hollow-Escondidas,54964.0
TX,Sandy Point,102321.0
TX,San Elizario,22565.0
TX,San Felipe,30804.0
TX,San Fernando,51335.326411421156
TX,Sanford,31250.0
TX,Sanger,54103.0
TX,San Isidro,43125.0
TX,San Juan,33888.0
TX,San Juan,18942.0
TX,San Leanna,95139.0
TX,San Leon,48298.0
TX,San Marcos,28923.0
TX,San Patricio,70500.0
TX,San Pedro,46250.0
TX,San Perlita,34375.0
TX,San Saba,29878.0
TX,Sansom Park,38109.0
TX,Santa Anna,27396.0
TX,Santa Anna,51335.326411421156
TX,Santa Clara,81518.0
TX,Santa Cruz,51335.326411421156
TX,Santa Fe,61674.0
TX,Santa Maria,28182.0
TX,Santa Monica,51335.326411421156
TX,Santa Rosa,19946.0
TX,Santa Rosa,23049.0
TX,Santel,51335.326411421156
TX,San Ygnacio,31522.0
TX,Sarita,36375.0
TX,Savannah,101379.0
TX,Savoy,37292.0
TX,Scenic Oaks,145667.0
TX,Schertz,74509.0
TX,Schulenburg,34781.0
TX,Scissors,22886.0
TX,Scotland,60208.0
TX,Scottsville,39167.0
TX,Scurry,65625.0
TX,Seabrook,82047.0
TX,Seadrift,34336.0
TX,Seagoville,43641.0
TX,Seagraves,48750.0
TX,Sealy,42926.0
TX,Sebastian,16830.0
TX,Seco Mines,12887.0
TX,Seguin,38139.0
TX,Selma,74753.0
TX,Seminole,54063.0
TX,Serenada,91042.0
TX,Seth Ward,30165.0
TX,Seven Oaks,55625.0
TX,Seven Points,35764.0
TX,Seymour,32346.0
TX,Shadybrook,41171.0
TX,Shady Hollow,105244.0
TX,Shady Shores,96761.0
TX,Shallowater,60938.0
TX,Shamrock,41610.0
TX,Shavano Park,175750.0
TX,Sheldon,38138.0
TX,Shenandoah,67750.0
TX,Shepherd,32763.0
TX,Sherman,42923.0
TX,Sherwood Shores,31364.0
TX,Shiner,46739.0
TX,Shoreacres,107639.0
TX,Sienna Plantation,132794.0
TX,Sierra Blanca,45278.0
TX,Siesta Acres,30471.0
TX,Siesta Shores,22428.0
TX,Silsbee,33550.0
TX,Silverton,36458.0
TX,Simonton,65833.0
TX,Sinton,45313.0
TX,Skellytown,54688.0
TX,Skidmore,35060.0
TX,Slaton,39167.0
TX,Smiley,36875.0
TX,Smithville,39330.0
TX,Smyer,47500.0
TX,Snook,50208.0
TX,Snyder,51352.0
TX,Socorro,30789.0
TX,Solis,48429.0
TX,Somerset,45568.0
TX,Somerville,40375.0
TX,Sonora,52688.0
TX,Sour Lake,50030.0
TX,South Alamo,19375.0
TX,South Fork Estates,36583.0
TX,South Houston,41309.0
TX,Southlake,183125.0
TX,South La Paloma,28523.0
TX,Southmayd,48417.0
TX,South Mountain,58333.0
TX,South Padre Island,39301.0
TX,South Point,44286.0
TX,Southside Place,152292.0
TX,South Toledo Bend,52500.0
TX,Spade,42708.0
TX,Sparks,20323.0
TX,Spearman,43466.0
TX,Splendora,37431.0
TX,Spofford,33750.0
TX,Spring,66484.0
TX,Spring Gardens,39485.0
TX,Springlake,35000.0
TX,Springtown,47826.0
TX,Spring Valley Village,175375.0
TX,Spur,29875.0
TX,Stafford,60423.0
TX,Stagecoach,83750.0
TX,Stamford,37685.0
TX,Stanton,52396.0
TX,Staples,42857.0
TX,Star Harbor,70179.0
TX,Stephenville,37825.0
TX,Sterling City,53015.0
TX,Stinnett,46490.0
TX,Stockdale,41667.0
TX,Stonewall,51335.326411421156
TX,Stowell,51287.0
TX,Stratford,48889.0
TX,Strawn,29353.0
TX,Streetman,56250.0
TX,Study Butte,31319.0
TX,Sudan,40972.0
TX,Sugar Land,104939.0
TX,Sullivan City,26688.0
TX,Sulphur Springs,38000.0
TX,Sundown,52841.0
TX,Sunnyvale,124911.0
TX,Sunray,49716.0
TX,Sunrise Beach Village,60852.0
TX,Sunset,49360.0
TX,Sunset,51335.326411421156
TX,Sunset Acres,51335.326411421156
TX,Sunset Valley,131058.0
TX,Sun Valley,51335.326411421156
TX,Surfside Beach,57059.0
TX,Sweeny,46989.0
TX,Sweetwater,32259.0
TX,Taft,39333.0
TX,Taft Southwest,33352.0
TX,Tahoka,39313.0
TX,Talco,22321.0
TX,Talty,104014.0
TX,Tanquecitos South Acres,51335.326411421156
TX,Tanquecitos South Acres II,51335.326411421156
TX,Tatum,33250.0
TX,Taylor,42793.0
TX,Taylor Lake Village,131250.0
TX,Taylor Landing,65625.0
TX,Teague,45484.0
TX,Tehuacana,47083.0
TX,Temple,47475.0
TX,Tenaha,23833.0
TX,Terlingua,103063.0
TX,Terrell,38055.0
TX,Terrell Hills,148080.0
TX,Texarkana,39113.0
TX,Texas City,43702.0
TX,Texhoma,54750.0
TX,Texline,55375.0
TX,The Colony,71488.0
TX,The Hills,125357.0
TX,The Woodlands,109917.0
TX,Thompsons,51335.326411421156
TX,Thompsonville,51335.326411421156
TX,Thorndale,46875.0
TX,Thornton,37321.0
TX,Thorntonville,56250.0
TX,Thrall,37917.0
TX,Three Rivers,42390.0
TX,Throckmorton,33077.0
TX,Thunderbird Bay,34185.0
TX,Tierra Bonita,16202.0
TX,Tierra Dorada,51335.326411421156
TX,Tierra Grande,212542.0
TX,Tierra Verde,71118.0
TX,Tiki Island,127167.0
TX,Tilden,55250.0
TX,Timbercreek Canyon,88542.0
TX,Timberwood Park,111721.0
TX,Timpson,22396.0
TX,Tioga,59286.0
TX,Tira,51667.0
TX,Tivoli,34500.0
TX,Toco,51335.326411421156
TX,Todd Mission,34167.0
TX,Tolar,62500.0
TX,Tomball,44086.0
TX,Tom Bean,44286.0
TX,Tool,40200.0
TX,Tornillo,27404.0
TX,Toyah,51335.326411421156
TX,Tradewinds,51335.326411421156
TX,Travis Ranch,94593.0
TX,Trent,39861.0
TX,Trenton,33611.0
TX,Trinidad,35729.0
TX,Trinity,22331.0
TX,Trophy Club,128750.0
TX,Troup,29474.0
TX,Troy,49779.0
TX,Tuleta,30625.0
TX,Tulia,31530.0
TX,Tulsita,51335.326411421156
TX,Turkey,26250.0
TX,Tuscola,51667.0
TX,Tye,32344.0
TX,Tyler,42840.0
TX,Tynan,33750.0
TX,Uhland,40662.0
TX,Uncertain,51335.326411421156
TX,Union Grove,40000.0
TX,Union Valley,78750.0
TX,Universal City,57682.0
TX,University Park,177098.0
TX,Utopia,45096.0
TX,Uvalde,38121.0
TX,Uvalde Estates,31382.0
TX,Valentine,51335.326411421156
TX,Valle Hermoso,51335.326411421156
TX,Valle Verde,51335.326411421156
TX,Valle Vista,51335.326411421156
TX,Valley Mills,51179.0
TX,Valley View,68289.0
TX,Val Verde Park,44335.0
TX,Van,45185.0
TX,Van Alstyne,51688.0
TX,Vanderbilt,57917.0
TX,Van Horn,35474.0
TX,Van Vleck,49344.0
TX,Vega,43958.0
TX,Venus,46886.0
TX,Vernon,39353.0
TX,Victoria,48658.0
TX,Victoria Vera,51335.326411421156
TX,Vidor,40134.0
